Protokollnummer,Name,Position,Partei,Geschlecht,Jahrgang,Oberthema,Unterthema,Dreiklang
28,Raimund Haser,Abg,CDU,m,1975,Mobilitaet,Strassennetz,2
32,August Schuler,Abg,CDU,m,1957,Mobilitaet,OEPNV,2
32,August Schuler,Abg,CDU,m,1957,Mobilitaet,Nachhaltige Mobilitaet,2
34,Tim Bueckner,Abg,CDU,m,1983,Mobilitaet,nachhaltige Mobilitaet,2
38,Dr Reinhard Loeffler,Abg,CDU,m,1954,Mobilitaet,nachhaltige Mobilitaet,2
42,Dr Natalie Pfau Weller,Abg,CDU,w,1987,Mobilitaet,nachhaltige Mobilitaet,2
44,Dr Albrecht Schuette,Abg,CDU,m,1970,Mobilitaet,OEPNV,2
45,Ansgar Mayr,Abg,CDU,m,1972,Mobilitaet,OEPNV,2
47,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,Strassennetz,2
49,August Schuler,Abg,CDU,m,1957,Mobilitaet,OEPNV,2
49,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,OEPNV,2
52,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,Auto,2
57,Raimund Haser,Abg,CDU,m,1975,Mobilitaet,OEPNV,2
60,August Schuler,Abg,CDU,m,1957,Mobilitaet,Innenstaedte,2
60,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,Verkehrsinfrastruktur,2
60,Tim Bueckner,Abg,CDU,m,1983,Mobilitaet,Innenstaedte,2
62,Thomas Doerflinger,Abg,CDU,m,1969,Mobilitaet,Sonstiges Mobilitaet,2
7,Hermann Katzenstein,Abg,GRUENE,m,1952,Mobilitaet,Sonstiges Mobilitaet,
8,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,Fahrrad,2
8,Hermann Katzenstein,Abg,GRUENE,m,1952,Mobilitaet,OEPNV,2
8,Hermann Katzenstein,Abg,GRUENE,m,1952,Mobilitaet,OEPNV,2
8,Niklas Nuessle,Abg,GRUENE,m,1994,Mobilitaet,OEPNV,2
8,Stefanie Seemann,Abg,GRUENE,w,1959,Mobilitaet,Fahrrad,2
8,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,OEPNV,2
8,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,OEPNV,2
11,Michael Joukov ,Abg,GRUENE,m,1981,Mobilitaet,OEPNV,2
11,Niklas Nuessle,Abg,GRUENE,m,1994,Mobilitaet,OEPNV,2
11,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,OEPNV,2
11,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,Strassennetz,2
13,Hermann Katzenstein,Abg,GRUENE,m,1952,Mobilitaet,nachhaltige Mobilitaet,2
13,Michael Joukov ,Abg,GRUENE,m,1981,Mobilitaet,nachhaltige Mobilitaet,2
13,Silke Gericke,Abg,GRUENE,w,1974,Mobilitaet,OEPNV,2
13,Thomas Hentschel,Abg,GRUENE,m,1964,Mobilitaet,OEPNV,2
13,Thomas Hentschel,Abg,GRUENE,m,1964,Mobilitaet,nachhaltige Mobilitaet,2
13,Thomas Marwein,Abg,GRUENE,m,1958,Mobilitaet,Luftverkehr,2
13,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,OEPNV,2
13,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,nachhaltige Mobilitaet,2
13,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,Luftverkehr,2
14,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Mobilitaet,Strassennetz,2
14,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,Fahrrad,2
15,Michael Joukov ,Abg,GRUENE,m,1981,Mobilitaet,OEPNV,2
15,Silke Gericke,Abg,GRUENE,w,1974,Mobilitaet,nachhaltige Mobilitaet,2
15,Thomas Hentschel,Abg,GRUENE,m,1964,Mobilitaet,nachhaltige Mobilitaet,2
15,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,nachhaltige Mobilitaet,2
15,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,OEPNV,2
15,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,nachhaltige Mobilitaet,2
16,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,Strassennetz,2
19,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
19,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,Strassennetz,2
22,Silke Gericke,Abg,GRUENE,w,1974,Mobilitaet,OEPNV,2
22,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,OEPNV,2
27,Cindy Holmberg,Abg,GRUENE,w,1975,Mobilitaet,Strassennetz,2
27,Silke Gericke,Abg,GRUENE,w,1974,Mobilitaet,Strassennetz,2
27,Thomas Marwein,Abg,GRUENE,m,1958,Mobilitaet,Strassennetz,2
27,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,Strassennetz,2
28,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
28,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,Strassennetz,2
28,Thomas Marwein,Abg,GRUENE,m,1958,Mobilitaet,Strassennetz,2
32,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
32,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
32,Thomas Hentschel,Abg,GRUENE,m,1964,Mobilitaet,nachhaltige Mobilitaet,2
32,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,nachhaltige Mobilitaet,2
34,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,nachhaltige Mobilitaet,2
34,Gudula Achterberg,Abg,GRUENE,w,1965,Mobilitaet,nachhaltige Mobilitaet,2
38,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,nachhaltige Mobilitaet,2
38,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
38,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
38,Michael Joukov,Abg,GRUENE,m,1981,Mobilitaet,OEPNV,2
38,Silke Gericke,Abg,GRUENE,w,1974,Mobilitaet,OEPNV,2
42,Silke Gericke,Abg,GRUENE,w,1974,Mobilitaet,nachhaltige Mobilitaet,2
42,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,nachhaltige Mobilitaet,2
44,Elke Zimmer,Staatsekretaerin,GRUENE,w,1966,Mobilitaet,Strassennetz,2
44,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
44,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
44,Hermann Katzenstein,Abg,GRUENE,m,1952,Mobilitaet,OEPNV,2
45,Silke Gericke,Abg,GRUENE,w,1974,Mobilitaet,OEPNV,2
45,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Mobilitaet,OEPNV,2
47,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
47,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
47,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,Strassennetz,2
47,Martin Hahn,Abg,GRUENE,m,1963,Mobilitaet,Bundesstrasse B31,2
49,Michael Joukov ,Abg,GRUENE,m,1981,Mobilitaet,OEPNV,2
49,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,OEPNV,2
50,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
50,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,Strassennetz,2
52,Thomas Hentschel,Abg,GRUENE,m,1964,Mobilitaet,Auto,2
52,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,Auto,2
57,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
57,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,sonstiges,2
57,Michael Joukov,Abg,GRUENE,m,1981,Mobilitaet,OEPNV,2
60,Niklas Nuessle,Abg,GRUENE,m,1994,Mobilitaet,Schienenausbau,2
60,Silke Gericke,Abg,GRUENE,w,1974,Mobilitaet,Lebenswerte Staedte,2
60,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,Innenstaedte,2
60,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,klimafreundliche Infrastruktur,2
62,Gudula Achterberg,Abg,GRUENE,w,1965,Mobilitaet,Sonstiges Mobilitaet,2
62,Hermann Katzenstein,Abg,GRUENE,m,1952,Mobilitaet,Sonstiges Mobilitaet,2
62,Michael Joukov,Abg,GRUENE,m,1981,Mobilitaet,Sonstiges Mobilitaet,2
62,Silke Gericke,Abg,GRUENE,w,1974,Mobilitaet,Sonstiges Mobilitaet,2
62,Winfried Hermann,Minister,GRUENE,m,1952,Mobilitaet,Sonstiges Mobilitaet,2
63,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
63,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Mobilitaet,OEPNV,2
63,Martina Braun,Abg,GRUENE,w,1960,Mobilitaet,OEPNV,2
7,Elke Zimmer,Staatssekretaerin,,w,1966,Mobilitaet,Sonstiges Mobilitaet,
16,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Moblilitaet,OEPNV,2
51,Daniel Lindenschmid,Abg,AfD,m,1992,Sicherheitspolitik,Innere Sicherheit,3
6,Manuel Hagel,Abg,CDU,m,1988,Sicherheitspolitik,Antidiskriminierung,3
6,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Antidiskriminierung,3
7,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Sicherheitspolitik,Innere Sicherheit,3
7,Christian Gehring,Abg,CDU,m,1979,Sicherheitspolitik,Antidiskriminierung,
7,Thomas Blenke,Abg,CDU,m,1960,Sicherheitspolitik,Innere Sicherheit,3
7,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Antidiskriminierung,
8,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Polizei,3
13,Matthias Miller,Abg,CDU,m,1991,Sicherheitspolitik,Innere Sicherheit,3
13,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Innere Sicherheit,3
14,Christian Gehring,Abg,CDU,m,1979,Sicherheitspolitik,Hasskriminalitaet,3
14,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Hasskriminalitaet,3
15,Christian Gehring,Abg,CDU,m,1979,Sicherheitspolitik,Polizei,3
15,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Sicherheitspolitik,Polizei,3
16,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Innere Sicherheit,3
16,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Innere Sicherheit,3
17,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Sicherheitspolitik,Justiz,3
17,Marion Gentges,Ministerin,CDU,w,1971,Sicherheitspolitik,Justiz,3
19,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Sicherheitspolitik,Justiz,3
19,Wilfried Klenk,Abg,CDU,m,1959,Sicherheitspolitik,Digitalisierung,3
28,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Innere Sicherheit,3
29,Ansgar Mayr,Abg,CDU,m,1972,Sicherheitspolitik,Antidiskriminierung,3
31,Ansgar Mayr,Abg,CDU,m,1972,Sicherheitspolitik,Cybersicherheit,3
31,Thomas Blenke,Abg,CDU,m,1960,Sicherheitspolitik,Rechtsextremismus,3
31,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Sicherheitspolitik,Rechtsextremismus,3
37,Christian Gehring,Abg,CDU,m,1979,Sicherheitspolitik,Polizei staerken,3
37,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Polizei staerken,3
37,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Sicherheitspolitik,Polizei,3
39,Andreas Deuschle,Abg,CDU,m,1978,Sicherheitspolitik,Polizei,3
42,Christian Gehring,Abg,CDU,m,1979,Sicherheitspolitik,Rechtsextremismus,3
42,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Rechtsextremismus,3
51,Christian Gehring,Abg,CDU,m,1979,Sicherheitspolitik,Innere Sicherheit,3
51,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Innere Sicherheit,3
55,Christian Gehring,Abg,CDU,m,1979,Sicherheitspolitik,Innere Sicherheit,3
55,Thomas Blenke,Abg,CDU,m,1960,Sicherheitspolitik,Innere Sicherheit,3
55,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Innere Sicherheit,3
57,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Sicherheitspolitik,Feuerwehr,3
59,Christian Gehring,Abg,CDU,m,1979,Sicherheitspolitik,Polizei,3
59,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Polizei,3
60,Manuel Hagel,Abg,CDU,m,1988,Sicherheitspolitik,Antidiskriminierung,3
60,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Antidiskriminierung,3
61,Ansgar Mayr,Abg,CDU,m,1972,Sicherheitspolitik,Cybersicherheit,3
61,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik,Cybersicherheit,3
63,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Sicherheitspolitik,Innere Sicherheit,
63,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Sicherheitspolitik,Innere Sicherheit,3
50,Alena Trauschel,Abg,FDP/DVP,w,1999,Sicherheitspolitik,Antidiskriminierung,3
6,Andreas Schwarz,Abg,GRUENE,m,1979,Sicherheitspolitik,Antidiskriminierung,3
7,Daniela Evers,Abg,GRUENE,w,1971,Sicherheitspolitik,Innere Sicherheit,3
7,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sicherheitspolitik,Antidiskriminierung,
13,Andrea Schwarz,Abg,GRUENE,m,1979,Sicherheitspolitik,Innere Sicherheit,3
14,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sicherheitspolitik,Hasskriminalitaet,3
15,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sicherheitspolitik,Polizei,3
16,Andrea Lindlohr,Staatssekretaerin,GRUENE,w,1975,Sicherheitspolitik,Innere Sicherheit,3
16,Michael Joukov ,Abg,GRUENE,m,1981,Sicherheitspolitik,Innere Sicherheit,3
17,Thomas Hentschel,Abg,GRUENE,m,1964,Sicherheitspolitik,Justiz,3
29,Manfred Lucha,Minister,GRUENE,m,1961,Sicherheitspolitik,Antidiskriminierung,3
29,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sicherheitspolitik,Antidiskriminierung,3
31,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sicherheitspolitik,Rechtsextremismus,3
31,Peter Seimer,Abg,GRUENE,m,1993,Sicherheitspolitik,Cybersicherheit,3
37,Dr Susanne Aschhoff,Abg,GRUENE,w,1971,Sicherheitspolitik,Polizei,3
37,Hermann Katzenstein,Abg,GRUENE,m,1952,Sicherheitspolitik,Polizei,3
37,Petra Haeffner,Abg,GRUENE,w,1964,Sicherheitspolitik,Polizei staerken,3
38,Dr Andre Baumann,Staatssekretaer,GRUENE,m,1973,Sicherheitspolitik,Innere Sicherheit,3
39,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sicherheitspolitik,Polizei,3
42,Fadime Tuncer,Abg,GRUENE,w,1969,Sicherheitspolitik,Rechtsextremismus,3
50,Manfred Lucha,Minister,GRUENE,m,1961,Sicherheitspolitik,Antidiskriminierung,3
50,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sicherheitspolitik,Antidiskriminierung,3
51,Daniel Lede Abal,Abg,GRUENE,m,1976,Sicherheitspolitik,Innere Sicherheit,3
55,Andrea Schwarz,Abg,GRUENE,w,1979,Sicherheitspolitik,Innere Sicherheit,3
59,Petra Haeffner,Abg,GRUENE,w,1964,Sicherheitspolitik,Polizei,3
60,Andreas Schwarz,Abg,GRUENE,m,1979,Sicherheitspolitik,Antidiskriminierung,3
61,Peter Seimer,Abg,GRUENE,m,1993,Sicherheitspolitik,Cybersicherheit,3
57,Thomas Strobl,Minister,CDU,m,1960,Sicherheitspolitik ,Feuerwehr,3
50,Isabell Huber,Abg,CDU,w,1987,Sicherheitspoltik,Antidiskriminierung,3
7,Ruediger Klos,Abg,AfD,m,1960,Sonstiges,Geschaeftsordnung,
1,Dr Wolfgang Reinhart,Abg,CDU,m,1956,Sonstiges,Wahl,
1,Manuel Hagel,Abg,CDU,m,1988,Sonstiges,Wahl,
3,Dr Nicole Hoffmeister Kraut,Minister,CDU,w,1972,Sonstiges,Eid,
3,Marion Gentges,Ministerin,CDU,w,1971,Sonstiges,Eid,
3,Nicole Razavi,Ministerin,CDU,w,1965,Sonstiges,Eid,
3,Thomas Strobl,Minister,CDU,m,1960,Sonstiges,Eid,
3,Volker Schebesta,Staatssekretaer,CDU,m,1971,Sonstiges,Eid,
5,Manuel Hagel,Abg,CDU,m,1988,Sonstiges,Regierungserklaerung,
6,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Abgeordnetenentschädigung,
7,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Ministerien,
7,Manuel Hagel,Abg,CDU,m,1988,Sonstiges,Ministerpraesident,
10,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Verfassungsaenderung,
10,Winfried Mack,Abg,CDU,m,1965,Sonstiges,Sonstiges Mobilitaet,
12,Manuel Hagel,Abg,CDU,m,1988,Sonstiges,Bundestagswahl,
16,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Transparenzregistergesetz,
16,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Sonstiges,Transparenzregistergesetz,
19,Stefan Teufel,Abg,CDU,m,1972,Sonstiges,Ministerien,
19,Tim Bueckner,Abg,CDU,m,1983,Sonstiges,Ministerien,
25,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Sonstiges,Verfassung,
27,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Ministergesetz,
27,Willi Staechele,Abg,CDU,m,1951,Sonstiges,Protokoll,
34,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Ministergesetz,
35,Manuel Hagel,Abg,CDU,m,1988,Sonstiges,Entlassung Lucha,
35,Thomas Strobl,Minister,CDU,m,1960,Sonstiges,Gefaehrdung von Streifenfahrten von Polizei durch hohe Spritpreise,
36,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Bilanz erstes Regierungsjahr,
36,Thomas Strobl,Minister,CDU,m,1960,Sonstiges,Bilanz erstes Regierungsjahr,
37,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Sonstiges,Tourismusfoerderung,
37,Katrin Schindele,Abg,CDU,w,1987,Sonstiges,Tourismusfoerderung,
37,Manuel Hagel,Abg,CDU,m,1988,Sonstiges,Dienstgeheimnisse,
37,Manuel Hailfinger,Abg,CDU,m,1982,Sonstiges,Tourismusfoerderung,
37,Thomas Strobl,Minister,CDU,m,1960,Sonstiges,Dienstgeheimnisse,
38,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Ministergesetz und Staatssekretaergesetz,
39,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Sonstiges,Verhaeltnis Ministerium/Ausschuss,
39,Winfried Mack,Abg,CDU,m,1965,Sonstiges,Verhaeltnis Ministerium/Ausschuss,
40,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Sonstiges,Aenderung Justizvollzugsgesetz,
40,Marion Gentges,Ministerin,CDU,w,1971,Sonstiges,Aenderung Justizvollzugsgesetz,
41,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Ministergesetz,
43,Andreas Deuschle,Abg,CDU,m,1978,Sonstiges,Datenschutz allgemein,
43,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Sonstiges,Datenschutz allgemein,
44,Dr Patrick Rapp,Staatssekretaer,CDU,m,1969,Sonstiges,,
44,Guido Wolf,Abg,CDU,m,1961,Sonstiges,Landesrichter  und  staatsanwaltgesetz,
44,Marion Gentges,Ministerin,CDU,w,1971,Sonstiges,Landesrichter  und  staatsanwaltgesetz,
44,Thomas Blenke,Abg,CDU,m,1960,Sonstiges,Luftrettung,
44,Thomas Blenke,Abg,CDU,m,1960,Sonstiges,Datenschutz,
44,Thomas Strobl,Minister,CDU,m,1960,Sonstiges,Datenschutz,
44,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Sonstiges,Luftrettung,
47,Tobias Wald,Abg,CDU,m,1973,Sonstiges,dienstrechtliche Vorschrift,
47,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Sonstiges,Luftrettung,
48,Manuel Hagel,Abg,CDU,m,1988,Sonstiges,Entlassung Strobl,
56,Dr Alexander Becker,Abg,CDU,m,1972,Sonstiges,Gendern,
56,Manuel Hagel,Abg,CDU,m,1988,Sonstiges,Gendern,
56,Thomas Strobl,Minister,CDU,m,1960,Sonstiges,Gendern,
63,Peter Hauk,Abg,CDU,m,1960,Sonstiges,Geschaeftsordnung,
64,Thomas Blenke,Abg,CDU,m,1960,Sonstiges,Kurzintervention,
1,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Wahl,
1,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Wahl,
1,Muhterem Aras,Abg,GRUENE,w,1966,Sonstiges,Wahl,
1,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,Wahl,
2,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Wahl,
2,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,Wahl,
3,Dr Danyal Bayaz,Minister,GRUENE,m,1983,Sonstiges,Eid,
3,Manfred Lucha,Minister,GRUENE,m,1961,Sonstiges,Eid,
3,Rudolf Hoogvliet,Staatssekretaer,GRUENE,m,1958,Sonstiges,Eid,
3,Sandra Boser,Staatssekretaer,GRUENE,w,1976,Sonstiges,Eid,
3,Thekla Walker,Minister,GRUENE,w,1969,Sonstiges,Eid,
3,Theresa Schopper,Minister,GRUENE,w,1961,Sonstiges,Eid,
3,Theresia Bauer,Ministerin,GRUENE,w,1965,Sonstiges,Eid,
3,Winfried Hermann,Minister,GRUENE,m,1952,Sonstiges,Eid,
3,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,Bekanntgabe,
4,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,,
5,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Regierungserklaerung,
5,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,Regierungserklaerung,
6,Hans Ulrich Sckerl,Abg,GRUENE,m,1951,Sonstiges,Abgeordnetenentschädigung,
7,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Ministerpraesident,
7,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Sonstiges,Ministerien,
7,Thomas Hentschel,Abg,GRUENE,m,1964,Sonstiges,Ministerien,
7,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,Ministerpraesident ,
8,Hans Ulrich Sckerl,Abg,GRUENE,m,1951,Sonstiges,Geschaeftsordnung,
10,Erwin Koehler,Abg,GRUENE,m,1995,Sonstiges,Verfassungsänderung,
10,Silke Gericke,Abg,GRUENE,w,1974,Sonstiges,Sonstiges Mobilitaet,
10,Winfried Hermann,Minister,GRUENE,m,1952,Sonstiges,Sonstiges Mobilitaet,
12,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Bundestagswahl,
12,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,Bundestagswahl,
14,Hans Ulrich Sckerl,Abg,GRUENE,m,1951,Sonstiges,Geschaeftsordnung,
16,Hans Ulrich Sckerl,Abg,GRUENE,m,1951,Sonstiges,Transparenzregistergesetz,
19,Cindy Holmberg,Abg,GRUENE,w,1975,Sonstiges,Ministerien,
19,Manfred Lucha,Minister,GRUENE,m,1961,Sonstiges,Ministerien,
19,Petra Krebs,Abg,GRUENE,w,1969,Sonstiges,Ministerien,
19,Winfried Hermann,Minister,GRUENE,m,1952,Sonstiges,Ministerien,
25,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sonstiges,Verfassung,
27,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Sonstiges,Ministergesetz,
27,Thomas Hentschel,Abg,GRUENE,m,1964,Sonstiges,Ministergesetz,
34,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Sonstiges,Ministergesetz,
34,Thomas Hentschel,Abg,GRUENE,m,1964,Sonstiges,Ministergesetz,
35,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Entlassung Lucha,
35,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Sonstiges,Benzinpreise,
35,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Sonstiges,Sicherungsbauwerke an Strassen,
35,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,Entlassung Lucha,
36,Daniel Lede Abal,Abg,GRUENE,m,1976,Sonstiges,,
36,Daniel Lede Abal,Abg,GRUENE,m,1976,Sonstiges,Bilanz erstes Regierungsjahr,
37,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Dienstgeheimnisse,
37,Dr Florian Stegmann,Staatsminister,GRUENE,m,1971,Sonstiges,Absetzgelaende Bundeswehr,
37,Erwin Koehler,Abg,GRUENE,m,1995,Sonstiges,Amateurmusik,
37,Petra Olschowski,Staatssekretaerin,GRUENE,w,1965,Sonstiges,Amateurmusik,
37,Stefanie Seemann,Abg,GRUENE,w,1959,Sonstiges,Amateurmusik,
38,Daniela Evers,Abg,GRUENE,w,1971,Sonstiges,Ministergesetz und Staatssekretaergesetz,
38,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Sonstiges,,
38,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Sonstiges,Ministergesetz und Staatssekretaergesetz,
39,Felix Herkens,Abg,GRUENE,m,1995,Sonstiges,Verhaeltnis Ministerium/Ausschuss,
40,Daniela Evers,Abg,GRUENE,w,1971,Sonstiges,Aenderung Justizvollzugsgesetz,
41,Daniel Lede Abal,Abg,GRUENE,m,1976,Sonstiges,Kuratorium Landeszentrale fuer politische Bildung,
41,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Sonstiges,Einstiegshoehe der Residenzbahn,
41,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Sonstiges,Ministergesetz,
41,Thomas Hentschel,Abg,GRUENE,m,1964,Sonstiges,Ministergesetz,
42,Daniel Lede Abal,Abg,GRUENE,m,1976,Sonstiges,linksextremistische Gewalt gegen AfD,
43,Thomas Hentschel,Abg,GRUENE,m,1964,Sonstiges,Datenschutz allgemein,
44,Oliver Hildenbrand,Abg,GRUENE,m,1988,Sonstiges,Datenschutz,
44,Peter Seimer,Abg,GRUENE,m,1993,Sonstiges,Luftrettung,
44,Thomas Hentschel,Abg,GRUENE,m,1964,Sonstiges,Landesrichter  und  staatsanwaltgesetz,
45,Petra Olschowski,Ministerin,GRUENE,w,1965,Sonstiges,Berufung von Petra Olschowski,
45,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Sonstiges,Berufung von Petra Olschowski,
46,Andreas Schwarz,Abg,GRUENE,m,1979,Sonstiges,Dienstreise Kretschmann,
